Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration,Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1iplVAJZKpV94uRxUMeZ4w,"El líder","Gaia Epilogo","Mägo de Oz",2010-11-29,272586,25,monsterx120,2024-09-19T03:29:25Z,"celtic metal,latin rock,medieval rock,rock en espanol,spanish folk metal,spanish metal","WM Spain",0.306,0.988,4,-1.92,0,0.0853,0.0318,0.0000639,0.296,0.482,182.189,4
73ljrkSg4A0q3ByU0Cu7mw,"We Like To Party! (The Vengabus)","The Party Album!","Vengaboys",1999-06-04,222458,68,monsterx120,2024-09-19T03:29:25Z,"bubblegum dance,eurodance,europop","Universal Music, a division of Universal International Music BV",0.785,0.931,8,-4.813,1,0.0465,0.0148,0.637,0.0459,0.969,135.986,4
1NCFnbIV18JTz1XClJiBb0,"Gimme Chocolate!!","BABYMETAL","BABYMETAL",2014-06-12,232706,57,monsterx120,2024-09-19T03:29:25Z,"idol rock,j-metal,kawaii metal","BMD FOX RECORDS",0.62,0.982,11,-1.575,1,0.0805,0.000229,0.0000758,0.0686,0.469,109.993,4
3LtpKP5abr2qqjunvjlX5i,"Doja","Doja","Central Cee",2022-07-21,97392,79,monsterx120,2024-09-19T03:29:25Z,"melodic drill,r&drill","Central Cee",0.911,0.573,6,-7.43,1,0.288,0.38,0,0.403,0.972,140.04,4
1FxSStcuz43FhiB5KAFWc0,"Hold This","Hold This","HStikkytokky,J Fado,DMC",2022-08-04,145920,58,monsterx120,2024-09-19T03:29:25Z,"charva","HStikkytokky x J Fado",0.905,0.588,1,-7.372,1,0.107,0.136,0,0.319,0.756,125.038,4
0LfJkvPNCNEMLpZJgDQiV1,"The Wonder of You","The Essential Elvis Presley","Elvis Presley",2007,153200,59,monsterx120,2024-09-19T03:29:25Z,"rock-and-roll,rockabilly","SBME Strategic Marketing Group",0.448,0.691,7,-6.957,1,0.0286,0.286,0.00111,0.945,0.633,88.836,4
435tWbH7jtOmtcSPyzBwlV,"Gerudo Valley (Zelda Ocarina of Time) [Version 2020]","Guitar Covers #3","LucasGitanoFamily",2021-01-08,365487,35,monsterx120,2024-09-19T03:29:25Z,"","LucasGitanoFamily",0.632,0.625,2,-9.746,1,0.0369,0.684,0.868,0.106,0.646,120.013,4
2gE95JskwQ1pCACTpGe1Db,"Down On The Corner","Willy And The Poor Boys (Expanded Edition)","Creedence Clearwater Revival",1969-11-02,166280,74,monsterx120,2024-09-19T03:29:25Z,"album rock,classic rock,country rock,mellow gold,rock,southern rock,swamp rock","Craft Recordings",0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,4
6YB6CK4Tsb0BgtxCEL9KlI,"Give It Up to Me","The Trinity","Sean Paul",2005-09-27,242253,64,monsterx120,2024-09-19T03:29:25Z,"dance pop,dancehall,pop,pop rap","Atlantic Records",0.855,0.674,7,-4.328,1,0.314,0.165,0,0.0548,0.578,95.991,4
6bK9BH9Ts8Gj5JFvnQkzak,"Get Busy","Dutty Rock (20th Anniversary)","Sean Paul",2022-11-11,211666,77,monsterx120,2024-09-19T03:29:25Z,"dance pop,dancehall,pop,pop rap","Rhino Atlantic",0.741,0.824,10,-4.143,0,0.0352,0.614,0,0.158,0.725,100.216,4
0k2GOhqsrxDTAbFFSdNJjT,"Temperature","The Trinity","Sean Paul",2005-09-27,218573,81,monsterx120,2024-09-19T03:29:25Z,"dance pop,dancehall,pop,pop rap","Atlantic Records",0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,4
2HYFX63wP3otVIvopRS99Z,"Houdini","Houdini","Eminem",2024-05-31,227239,87,monsterx120,2024-09-19T03:29:25Z,"detroit hip hop,hip hop,rap","Shady/Aftermath/Interscope Records",0.936,0.887,9,-2.76,0,0.0683,0.0292,0.00000188,0.0582,0.889,127.003,4
5lmaZcnW0eOppD4hlviQHg,"Tick Tock","Nectar","Joji",2020-09-24,132215,59,monsterx120,2024-09-19T03:29:25Z,"viral pop","88rising Music",0.78,0.613,4,-5.582,0,0.0533,0.0402,0.00733,0.0976,0.613,80.526,4
0RayTAbupCL4o2F54f9tCP,"Contigo","Los Panchos Contigo","Los Panchos",2015-06-29,175260,57,monsterx120,2024-09-19T03:29:25Z,"bolero,bolero mexicano,ranchera","Seamusic",0.758,0.276,1,-16.279,1,0.0548,0.846,0.000051,0.0433,0.525,104.651,4
0yAAwSTtc60mLGsRiulDpZ,"Ma Nigga","SAGITARIO","El Alfa,YG,Almighty,Braulio Fogon,Dowba Montana",2022-11-22,341578,55,monsterx120,2024-09-19T03:29:25Z,"dembow,rap dominicano,trap latino,urbano latino,cali rap,hip hop,pop rap,rap,southern hip hop,trap,reggaeton flow,dembow dominicano,trap dominicano","EL JEFE RECORDS LLC",0.939,0.922,10,-1.064,0,0.205,0.292,0.00000504,0.233,0.491,114.022,4
69HEUcXd73lvnQVb34m53L,"The Last Shanty","Rove and Go","Derina Harvey Band",2016-05-03,226173,56,monsterx120,2024-09-19T03:29:25Z,"pirate,shanty","Independent",0.648,0.823,2,-3.686,1,0.0558,0.125,0,0.318,0.906,140.911,4
0EHg7zfZAStZwbFE69s2f5,"Bones in the Ocean (2023)","Bones in the Ocean (10 Year Anniversary Edition)","The Longest Johns",2023-12-31,197750,28,monsterx120,2024-09-19T03:29:25Z,"shanty","Jetsam Records",0.679,0.318,1,-13.591,1,0.843,0.795,0,0.16,0.388,80.95,3
7kRKlFCFLAUwt43HWtauhX,"LOST IN PARADISE","LOST IN PARADISE","ALI,AKLO",2020-10-10,327966,66,monsterx120,2024-09-19T03:29:25Z,"japanese soul,j-rap","Sony Music Labels Inc.",0.648,0.904,6,-4.565,0,0.0786,0.0961,0.00000207,0.0629,0.728,121.994,4
7bxyNLXYaEYaZTxAuQTHlD,"TUCA DONKA","TUCA DONKA","CURSEDEVIL,DJ FKU,Skorde",2023-07-28,75692,79,monsterx120,2024-09-19T03:29:25Z,"gym phonk,chill breakcore","Tribal Trap",0.817,0.963,1,-3.318,1,0.0353,0.0683,0.767,0.312,0.502,130.028,4
60SXi7AROftwwtN9eT2QVw,"薄紅","絶好","LACCO TOWER",2022-12-07,261560,34,monsterx120,2024-09-19T03:29:25Z,"","TRIAD/Nippon Columbia Co., Ltd.",0.301,0.966,10,-1.924,1,0.0508,0.00444,0,0.0984,0.683,182.812,4
4c0ICAkULRMuGKtAhWNH0I,"Cerveza Cristal","Cerveza Cristal","Uamee",2024-03-09,107636,18,monsterx120,2024-09-19T03:29:25Z,"hard bass","Squatvia",0.709,0.852,11,-6.972,1,0.265,0.0115,0.268,0.662,0.862,165.03,4
2oHlhifaWTeNk0cfJzzaAM,"Helldivers 2 Extraction Theme - Part 1 [Cover]","Helldivers 2 Extraction Theme - Part 1 [Cover]","Tom Dabrowski",2024-03-20,176000,36,monsterx120,2024-09-19T03:29:25Z,"","Tom Dabrowski",0.428,0.369,6,-14.613,1,0.0379,0.11,0.805,0.54,0.394,120.054,4
6kqcYWtGXPRhG7UyBOKzs6,"High Quality Nahui","Top Shelf Hardbass","Uamee",2017-07-05,142471,39,monsterx120,2024-09-19T03:29:25Z,"hard bass","691951 Records DK",0.643,0.967,8,-6.498,0,0.0719,0.629,0.71,0.258,0.687,154.966,4
3c1I3WEZaPBxNjkQMdWMfN,"Rush B","Top Shelf Hardbass","Uamee",2017-07-05,120765,37,monsterx120,2024-09-19T03:29:25Z,"hard bass","691951 Records DK",0.685,0.951,0,-6.561,1,0.0952,0.103,0.561,0.379,0.506,159.984,4
6TJK19jL5QwH3r2kwbvE2v,"Protivogaz","Protivogaz","Uamee",2017-09-08,162191,36,monsterx120,2024-09-19T03:29:25Z,"hard bass","691951 Records DK",0.627,0.958,9,-7.672,1,0.061,0.00763,0.694,0.413,0.648,159.968,4
4h67icLz8eBzG4yYdPeyCF,"No Ruski Pop","No Ruski Pop","Uamee,Life of Boris",2021-01-20,150217,28,monsterx120,2024-09-19T03:29:25Z,"hard bass","Squatvia",0.703,0.982,7,-0.664,1,0.34,0.0409,0,0.36,0.526,155.134,1
2crliuj1bRKNlUAV4Z4FzF,"SLXV CHICC","SLXV CHICC","Uamee",2023-12-18,120766,26,monsterx120,2024-09-19T03:29:25Z,"hard bass","Squatvia",0.826,0.869,1,-5.762,1,0.289,0.0717,0.805,0.0876,0.871,155.092,4
7Ms4CgzfnhsglGlZfethH6,"Delet This Nahui","Delet This Nahui","Uamee",2020-04-21,154838,31,monsterx120,2024-09-19T03:29:25Z,"hard bass","Squatvia",0.66,0.997,1,-5.231,1,0.132,0.000344,0.0344,0.25,0.764,154.992,4
1RtiXrXxqgzi8PKfor479g,"Usubeni","Somos un Solo Ser","Adrian Barba",2017-05-19,262613,39,monsterx120,2024-09-19T03:29:25Z,"anime latino","Adrián Barba",0.325,0.898,10,-5.65,1,0.0675,0.0213,0,0.0789,0.645,182.758,4
0z6xUjUKshEJHbVq1YiHAb,"Helldivers 2 Main Theme - A Cup Of Liber-Tea [Cover]","Helldivers 2 Main Theme - A Cup Of Liber-Tea [Cover]","Tom Dabrowski",2024-02-28,175294,48,monsterx120,2024-09-19T03:29:25Z,"","Tom Dabrowski",0.324,0.467,7,-15.331,1,0.0361,0.00172,0.868,0.133,0.243,153.171,5
0hF1BMwKcHoGORSKawdW4B,"The Leviathan Trilogy","The Tale of a Cruel World (Calamity Original Game Soundtrack)","DM DOKURO",2020-09-25,563370,36,monsterx120,2024-09-19T03:29:25Z,"pixel,video game music","Materia Collective",0.382,0.817,0,-6.16,1,0.0447,0.0175,0.958,0.171,0.0982,175.036,3
6AI8Z6dzATuI6zrlKE7qhr,"Red Alert 3 Theme - Soviet March","Command & Conquer: Red Alert 3 (Original Soundtrack)","James Hannigan",2009-08-04,167506,53,monsterx120,2024-09-19T03:29:25Z,"video game music","EA Music",0.499,0.676,11,-8.324,0,0.0336,0.278,0.00168,0.204,0.529,121.959,4
3ytcPRckQGEEzMrdHLmpCS,"Still Alive - Radio Mix Clean","Portal 2: Songs to Test By (Original Game Soundtrack) [Collectors Edition]","Aperture Science Psychoacoustic Laboratories",2012-10-30,45523,39,monsterx120,2024-09-19T03:29:25Z,"video game music","Ipecac Recordings",0.755,0.875,11,-14.458,0,0.0767,0.0736,0.734,0.0608,0.975,119.893,4
66y4liRr8Orq45N0I6VRAP,"El Venao","El Virao","Los Cantantes",1995-07-07,292800,13,monsterx120,2024-09-19T03:29:25Z,"tropical","Montaño Records",0.841,0.88,11,-11.386,1,0.0684,0.213,0.000905,0.0501,0.875,131.55,4
3OoV0W0BLnbX68wxewghhw,"Dale Zelda Dale","Dale Zelda Dale","Ganon Rosario,Romeo Zant",2023-05-12,258191,17,monsterx120,2024-09-19T03:29:25Z,"","Gritaera Productions",0.76,0.71,7,-5.13,1,0.0846,0.706,0,0.303,0.899,138.112,4
0iEb77Gv7tArxCPSMvHVxs,"La Reina De Link","La Reina De Link","Ganon Rosario",2023-01-10,171700,29,monsterx120,2024-09-19T03:29:25Z,"","Ganon Rosario",0.676,0.895,10,-6.395,1,0.171,0.671,0,0.118,0.717,155.06,4
0zOtZOvUZ31UeWekN6ESg5,"Dale Zelda Dale","Dale Zelda Dale","Ganon Rosario",2023-01-27,142663,44,monsterx120,2024-09-19T03:29:25Z,"","Gritaera Productions",0.751,0.842,6,-5.311,0,0.269,0.346,0,0.567,0.87,163.972,4
7AwZAlZqOgYbmg9KoHFFi8,"No Me Sé Rajar","De Que Manera Te Olvido","Vicente Fernández",1978,144973,66,monsterx120,2024-09-19T03:29:25Z,"mariachi,ranchera","Sony BMG Music Entertainment",0.808,0.539,9,-5.686,1,0.0457,0.214,0.000104,0.0869,0.896,117.643,4
6WzRpISELf3YglGAh7TXcG,"Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series)","Popular (Music from the HBO Original Series)","The Weeknd,Playboi Carti,Madonna",2023-06-02,215466,85,monsterx120,2024-09-19T03:29:25Z,"canadian contemporary r&b,canadian pop,pop,atl hip hop,plugg,pluggnb,rage rap,rap,dance pop","XO / Republic Records",0.854,0.674,1,-6.23,1,0.184,0.0517,0.0000853,0.509,0.848,99.022,4
1NVGxiPjdxdXCWgyQccRag,"Color Esperanza - MTV Unplugged","MTV Unplugged","Diego Torres",2004-04-27,311546,37,monsterx120,2024-09-19T03:29:25Z,"latin pop,pop argentino","RCA Records Label",0.402,0.778,7,-5.208,1,0.278,0.692,0,0.737,0.488,104.09,4
2BTSWfjaTMYWCxhmVRhqLK,"Mr. Saxobeat","Sundown (Original Motion Picture Soundtrack)","Alexandra Stan",2016-05-06,195105,3,monsterx120,2024-09-19T03:29:25Z,"romanian pop","Ultra Records",0.72,0.925,4,-4.165,0,0.0511,0.0276,0.000238,0.14,0.781,127.004,4
2AGOWiKGKnKre5zvSyP5Ql,"Who Will Know (24 Bigslow)","Shin Godzilla (Original Motion Picture Soundtrack)","Shiro SAGISU",2016,186923,52,monsterx120,2024-09-19T03:29:25Z,"anime score,japanese soundtrack","Masterworks",0.176,0.373,9,-8.042,0,0.0323,0.914,0.662,0.21,0.0499,53.741,4
6r8OUaz3SRW6fgvHLxX6n3,"カチート","Romance Latino vol.3 -Cuba Caliente Y Su Ritmo Sabroso-","Lisa Ono",2005-08-19,180202,41,monsterx120,2024-09-19T03:29:25Z,"bossa nova,japanese vocal jazz","EMI MUSIC JAPAN INC.",0.85,0.39,10,-11.468,1,0.0684,0.769,0.00135,0.0889,0.973,128.816,4
26nkboSGZauLZQJo2Ni1vA,"ベサメ・ムーチョ","Romance Latino vol.3 -Cuba Caliente Y Su Ritmo Sabroso-","Lisa Ono",2005-08-19,199973,59,monsterx120,2024-09-19T03:29:25Z,"bossa nova,japanese vocal jazz","EMI MUSIC JAPAN INC.",0.913,0.29,0,-13.444,0,0.0504,0.738,0.00389,0.0949,0.804,113.047,4
3jACZwiZc7RooAddt9mBbF,"ピエル・カネラ","Romance Latino vol.1 -Los Boleros Al Estilo De Bossanova-","Lisa Ono",2005-06-29,154026,46,monsterx120,2024-09-19T03:29:25Z,"bossa nova,japanese vocal jazz","EMI MUSIC JAPAN INC.",0.764,0.306,3,-13.216,0,0.309,0.894,0.0000252,0.111,0.831,135.413,4
210JJAa9nJOgNa0YNrsT5g,"GODS","GODS","League of Legends,NewJeans",2023-10-04,220878,73,monsterx120,2024-09-19T03:29:25Z,"speedrun,video game music,k-pop,k-pop girl group","Riot Games",0.588,0.765,3,-5.914,0,0.0518,0.00685,0.0000323,0.2,0.492,145.988,4
29WxJqIfDRMo9isV07kbJP,"PARANOIA","PARANOIA","HEARTSTEEL,League of Legends,BAEKHYUN,tobi lou,ØZI,Cal Scruby",2023-10-23,198817,67,monsterx120,2024-09-19T03:29:25Z,"speedrun,video game music,k-pop,chicago rap,indie hip hop,indie r&b,mandopop,taiwan hip hop,deep underground hip hop,indie pop rap,ohio hip hop","Riot Games",0.589,0.908,8,-4.433,1,0.109,0.0151,0,0.338,0.501,170.019,4
62zFEHfAYl5kdHYOivj4BC,"International Love (feat. Chris Brown)","Planet Pit (Deluxe Version)","Pitbull,Chris Brown",2011-06-17,227280,77,monsterx120,2024-09-19T03:29:25Z,"dance pop,miami hip hop,pop,r&b,rap","Mr.305/Polo Grounds Music/J Records",0.67,0.855,0,-3.035,0,0.0499,0.0124,0,0.335,0.648,120.05,4
4YJUTdZ0Pgl0ZeNyHYXeLd,"Love Of My Life - Remastered 2011","A Night At The Opera (Deluxe Edition 2011 Remaster)","Queen",1975-11-21,217386,71,monsterx120,2024-09-19T03:29:25Z,"classic rock,glam rock,rock","EMI",0.328,0.179,5,-11.589,1,0.0299,0.933,0.00000554,0.115,0.256,154.803,4
3PqcTxqean6qzOIuhgfORQ,"Smiles from Juran","Warframe (Official Soundtrack II)","Keith Power,Digital Extremes Ltd.",2023-10-17,96549,36,monsterx120,2024-09-19T03:29:25Z,"video game music","Digital Extremes Ltd.",0.324,0.175,2,-12.974,0,0.0357,0.602,0.953,0.0882,0.0659,70.144,5
7JSvAthyy7OrYbuSqHj0Ta,"Vegeta's Sacrifice (From Dragon Ball Z) - Epic Version","Vegeta's Sacrifice (From Dragon Ball Z) [Epic Version]","Anthony Lo Re",2022-10-20,182500,37,monsterx120,2024-09-19T03:29:25Z,"","Temple d'Eros",0.123,0.471,0,-4.98,0,0.0337,0.625,0.89,0.129,0.174,79.855,5
5N6M8yDiMV32T6Rkzh8EbW,"Boom, Boom, Boom, Boom!!","The Party Album!","Vengaboys",1999-06-04,202583,73,monsterx120,2024-09-19T03:29:25Z,"bubblegum dance,eurodance,europop","Universal Music, a division of Universal International Music BV",0.801,0.948,11,-4.623,0,0.0386,0.0117,0.457,0.025,0.968,138.489,4
6mYdf1QFsQDNFRj6siQowA,"Caramelldansen - Radio Mix","Caramelldansen","Caramella Girls",2008-01-01,176280,48,monsterx120,2024-09-19T03:29:25Z,"bubblegum dance","Remixed Records",0.648,0.998,6,-3.085,1,0.104,0.0438,0.245,0.047,0.81,164.75,4
5ycVJufpq4ad1mqA5JfNQS,"Fighting Gold","Fighting Gold","Coda",2018-11-14,253185,59,monsterx120,2024-09-19T03:29:25Z,"shonen","ワーナー ブラザース ジャパン",0.422,0.882,10,-2.353,1,0.0528,0.00914,0,0.296,0.47,91.908,4
140e5u8qAM2IzhCyPqHfNG,"Today is a diamond - Full Spec Edition","Kazuma Kiryu Karaoke hit song collection(Ryu ga gotoku7 hikari to yami no yukue)","桐生一馬(黒田崇矢)",2020-01-16,211385,42,monsterx120,2024-09-19T03:29:25Z,"shonen","セガホールディングス",0.496,0.889,5,-4.213,1,0.0313,0.0114,0.0000727,0.282,0.886,141.541,4
4xXu9UO2qdBotUOfqru2UC,"Bakamitai - Taxi Driver Edition","Kazuma Kiryu Karaoke hit song collection(Ryu ga gotoku7 hikari to yami no yukue)","桐生一馬(黒田崇矢)",2020-01-16,291266,56,monsterx120,2024-09-19T03:29:25Z,"shonen","セガホールディングス",0.519,0.567,7,-7.914,1,0.0259,0.0507,0.455,0.378,0.284,73.988,4
0fQv8Ok7Zp0MRFD2kvKvHA,"JUDGEMENT-審判- - Full Spec Edition","龍が如く0 誓いの場所 オリジナルサウンドトラック (Side B)","桐生一馬(黒田崇矢)",2015-03-18,231973,50,monsterx120,2024-09-19T03:29:25Z,"shonen","(株)セガ",0.333,0.796,0,-3.622,0,0.0392,0.0114,0.0302,0.109,0.515,156.984,4
5a6SBFado9c4MmKQlXnOR2,"MachineGun Kiss - Full Spec Edition","Kazuma Kiryu Karaoke hit song collection(Ryu ga gotoku7 hikari to yami no yukue)","桐生一馬(黒田崇矢)",2020-01-16,270337,44,monsterx120,2024-09-19T03:29:25Z,"shonen","セガホールディングス",0.43,0.773,1,-3.848,1,0.034,0.000376,0.00125,0.153,0.415,89.006,4
5EMX5Ed9GIlhTuQTiU8hxc,"24-hour Cinderella - Full Spec Edition","Goro Majima Karaoke hit song collection(Ryu ga gotoku7 hikari to yami no yukue)","真島吾朗(宇垣秀成)",2020-01-16,251837,45,monsterx120,2024-09-19T03:29:25Z,"shonen","セガホールディングス",0.435,0.888,9,-3.515,1,0.0356,0.00828,0,0.366,0.474,74.964,4
69iSRnP0MHzihN1T00cRel,"A Pesar de Todo - En Vivo","Primera Fila","Vicente Fernández",2009-03-14,221666,50,monsterx120,2024-09-19T03:29:25Z,"mariachi,ranchera","Columbia",0.44,0.511,9,-8.908,1,0.0414,0.403,0,0.589,0.414,88.715,4
4v7DCN09hgXkKazefkznDQ,"Lonely","Trouble Deluxe Edition","Akon",2005-01-01,235800,78,monsterx120,2024-09-19T03:29:25Z,"dance pop","SRC Records",0.634,0.526,5,-7.881,0,0.0333,0.339,0,0.257,0.623,90.087,4
4OIp3u67j4xFlsTRlDmpKf,"En Mi Corazón Estarás","Tarzan - Banda Sonora Original","Phil Collins,Merche Macaria",1999-01-01,99106,60,monsterx120,2024-09-19T03:29:25Z,"rock drums,soft rock","Walt Disney Records",0.437,0.106,4,-17.042,1,0.0334,0.812,0,0.117,0.288,97.318,4
0K1XXuhaJBPWMcgjj3ug3u,"Las Avispas","Para Ti","Juan Luis Guerra 4.40",2004-01-01,197333,68,monsterx120,2024-09-19T03:29:25Z,"bachata,latin pop,tropical","Blessed Publishing LLC / Juan Luis Guerra",0.814,0.944,4,-2.758,0,0.0532,0.544,0.00000791,0.0642,0.961,130.082,4
3r3yc6MnJsawRFMMBKHUWR,"Smooth Operator","Smooth Operator","RICHIE ROZEX",2023-06-27,241384,55,monsterx120,2024-09-19T03:29:25Z,"","Groove Bassment",0.63,0.733,9,-6.45,0,0.0297,0.00155,0.00754,0.0686,0.684,129.98,4
6yVjjQA31SLM1kc4j5jPwF,"BRAZILIAN DANÇA PHONK","BRAZILIAN DANÇA PHONK","6YNTHMANE,RXDXVIL",2023-05-12,118194,75,monsterx120,2024-09-19T03:29:25Z,"aggressive phonk,polish phonk,gym phonk","6YNTHMANE X RXDXVIL",0.748,0.99,1,-2.39,1,0.151,0.303,0.132,0.267,0.386,126.015,4
5nZgXfkhi6peUxE5eEWmRS,"Mipha's Theme (From The Legend of Zelda: Breath of the Wild)","ZELDA: Piano Temple","Moisés Nieto",2019-10-28,215899,42,monsterx120,2024-09-19T03:29:25Z,"otacore","Moisés Nieto",0.662,0.0861,5,-21.299,1,0.0895,0.993,0.891,0.0946,0.267,136.133,4
7xSfYroWIAiwfQBR1P8WMD,"Juan Charrasqueado","Vicente Fernández Y Sus Corridos Consentidos","Vicente Fernández",2012-04-13,228546,41,monsterx120,2024-09-19T03:29:25Z,"mariachi,ranchera","Columbia",0.515,0.53,5,-4.013,1,0.0459,0.848,0.00000384,0.126,0.543,129.193,4
5zH710lFSLtkHbMkslLDjR,"Crazy On You","Dreamboat Annie","Heart",1975,293440,68,monsterx120,2024-09-19T03:29:25Z,"album rock,classic rock,glam metal,hard rock,mellow gold,new wave pop,rock,singer-songwriter,soft rock","Capitol Records",0.435,0.459,9,-12.442,0,0.0329,0.117,0.000103,0.132,0.383,129.929,4
58J23cD4zeeidroDepVhX7,"Ayer y Hoy","15 Éxitos de Siempre Vol. 5","Julio Jaramillo",2008-09-30,141800,63,monsterx120,2024-09-19T03:29:25Z,"bolero,folklore ecuatoriano,musica popular colombiana","Modiner",0.643,0.368,4,-9.826,1,0.146,0.906,0.0364,0.116,0.693,160.994,4
